604,592
566,103
0,0
595,582
3513,1902
3369,1608
3672,1753
89,44
504,45
1533,304
650,616
2784,310
1209,625
3965,1124
1735,1073
5087,1155
2246,1494
6166,1778
2790,1522
7309,2333
3338,1878
8344,2496
3837,2269
9373,3022
4371,2629
10561,3025
4938,3192
11627,3025
5484,3737
12793,3151
6018,4119
13967,3188
6622,4722
15100,3210
7214,5245
16589,3210
7942,5765
18250,3221
8673,6493
19877,3225
9405,7216
21228,3477
10075,7499
22540,3689
10733,7893
23835,3722
11413,8249
25196,4354
12186,8718
26743,4985
12996,9283
28286,5545
13920,10034
29942,6238
14944,10898
31742,6826
16258,12095
34117,7682
16258,12095
34117,7682
16258,12095
34117,7682
16258,12095
34117,7682
16258,12095
34117,7682
16258,12095
34117,7682
16258,12095
105,105
48,44
218,107
110,46
340,228
169,94
465,241
225,136
571,347
279,137
675,353
333,175
773,359
386,223
878,456
441,233
982,468
496,277
1093,472
548,320
1195,565
602,321
1293,589
653,336
1410,664
719,340
1560,814
790,342
1698,930
854,382
1833,947
921,437
1965,1075
990,448
2094,1084
1056,455
2219,1105
1119,462
2349,1233
1184,477
2481,1346
1257,495
2628,1472
1339,508
2766,1574
1423,518
2913,1696
1524,560
3102,1864
1524,560
3102,1864
1524,560
3102,1864
1524,560
3102,1864
1524,560
3102,1864
1524,560
3102,1864
1524,560
169,169
68,67
309,175
129,68
436,301
184,111
556,308
241,150
659,410
294,151
756,449
340,175
851,449
389,223
948,466
438,249
1047,466
491,301
1150,466
546,355
1258,486
596,375
1356,486
647,426
1458,486
701,480
1556,500
751,504
1648,500
806,558
1751,501
862,614
1866,552
925,637
1979,552
989,666
2098,552
1053,686
2229,661
1117,717
2354,741
1182,749
2482,820
1257,806
2607,887
1340,855
2771,997
1443,924
2951,1150
1443,924
2951,1150
1443,924
2951,1150
1443,924
2951,1150
1443,924
2951,1150
1443,924
2951,1150
1443,924
181,181
67,64
326,183
126,66
448,305
182,115
556,308
231,160
660,398
279,169
756,398
328,218
855,398
377,267
966,398
428,309
1072,398
482,363
1175,398
532,413
1279,398
588,469
1387,398
644,525
1493,398
704,585
1612,398
767,636
1732,398
839,708
1732,398
914,783
1866,398
985,823
2010,398
1068,879
2198,398
1186,962
2198,398
1275,1012
2355,432
1360,1065
2491,457
1443,1127
2638,494
1524,1192
2790,500
1630,1294
2960,519
1771,1422
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
2960,519
1956,1577
168,168
65,65
295,174
121,68
418,297
179,114
543,304
236,162
648,403
293,182
765,403
350,239
883,403
409,298
1002,403
466,354
1121,403
520,408
1233,403
577,465
1342,403
633,521
1453,403
690,578
1568,403
750,638
1688,403
817,704
1814,403
887,774
1969,403
970,857
2159,403
1101,951
2159,403
1183,998
2341,403
1263,1054
2500,456
1345,1124
2654,462
1435,1201
2881,462
1559,1320
2881,462
1709,1470
3067,463
1822,1582
3251,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
3460,480
1961,1713
165,165
65,61
313,170
125,62
439,296
182,103
557,310
231,137
660,413
282,137
756,449
328,166
857,469
377,201
949,561
422,201
1046,640
465,212
1134,687
510,232
1226,779
554,233
1317,818
595,264
1405,819
639,308
1496,909
682,308
1590,947
725,329
1675,999
768,349
1766,1090
816,352
1860,1116
866,361
1963,1142
919,365
2063,1230
975,375
2165,1289
1040,392
2275,1365
1112,400
2405,1438
1191,409
2541,1515
1284,446
2695,1638
1284,446
2695,1638
1284,446
2695,1638
1284,446
2695,1638
1284,446
2695,1638
1284,446
2695,1638
1284,446
112,112
233,105
210,113
631,288
330,233
1038,490
442,237
1476,658
536,331
1935,897
635,354
2406,1114
745,354
2907,1411
846,440
3431,1738
938,441
4005,2086
1038,441
4572,2433
1145,537
5202,2788
1235,541
5866,3228
1335,544
6562,3715
1441,609
7330,4287
1545,609
8143,4913
1657,609
8998,5655
1768,609
9964,6495
1870,609
11015,7425
1981,609
12172,8452
2101,648
13464,9624
2211,682
14901,10925
2317,728
16579,12327
2438,771
18591,14082
2577,813
20802,16124
2734,826
20802,16124
2734,826
20802,16124
2734,826
20802,16124
2734,826
20802,16124
2734,826
20802,16124
2734,826
20802,16124
2734,826
20802,16124
162,162
382,181
306,171
801,386
436,301
1228,565
556,303
1623,759
654,401
2081,964
752,416
2550,1171
840,427
3065,1440
941,516
3532,1716
1044,516
4096,2139
1144,516
4687,2594
1244,518
5317,3058
1340,518
5989,3607
1444,518
6705,4223
1548,518
7494,4940
1652,518
8334,5695
1764,518
9273,6572
1904,518
10603,7844
1904,518
11849,8958
1904,518
13202,10205
1904,518
14496,11251
1904,518
15742,12287
2091,519
17132,13433
2295,519
18746,14823
2551,519
20907,16774
2861,519
23711,19373
3262,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
3511,519
26909,22363
21,2
263,131
39,19
665,338
64,19
1078,527
88,20
1526,724
111,39
1995,950
135,41
2473,1178
160,41
2983,1455
185,60
3526,1737
210,61
4096,2014
234,62
4696,2332
259,80
5334,2736
283,81
5990,3162
308,86
6702,3640
333,87
7484,4221
361,89
8306,4806
389,90
9172,5432
419,91
10132,6205
452,91
11242,7146
490,91
12455,8184
538,93
13857,9340
596,97
15430,10662
661,105
17228,12169
740,111
19368,13984
837,123
21933,16096
974,130
21933,16096
974,130
21933,16096
974,130
21933,16096
974,130
21933,16096
974,130
21933,16096
974,130
21933,16096
974,130
21933,16096
28,2
391,178
51,21
781,361
73,23
1223,581
97,25
1679,799
119,42
2146,1033
142,49
2633,1257
163,51
3157,1510
184,69
3694,1773
204,75
4255,2092
225,75
4858,2530
247,81
5504,3058
271,81
6167,3617
295,81
6922,4292
322,82
7730,5026
350,82
8569,5767
379,82
9463,6556
411,82
10470,7430
445,83
11590,8436
482,83
12869,9610
524,86
14216,10879
573,86
15756,12353
633,87
17563,14081
709,88
19721,16209
802,89
22224,18645
939,89
22224,18645
939,89
22224,18645
939,89
22224,18645
939,89
22224,18645
939,89
22224,18645
939,89
22224,18645
939,89
22224,18645
29,1
388,174
56,24
746,346
81,27
1171,547
105,28
1615,766
130,51
2078,975
155,53
2556,1235
181,54
3078,1540
204,69
3614,1843
227,71
4169,2208
252,71
4772,2667
277,76
5406,3162
304,77
6085,3716
330,77
6800,4305
357,78
7581,4965
384,78
8407,5644
414,78
9277,6384
448,78
10274,7276
485,78
11377,8254
526,78
12569,9322
573,79
13893,10498
626,86
15384,11860
691,89
17187,13555
764,96
19282,15487
861,101
21688,17740
991,107
21688,17740
991,107
21688,17740
991,107
21688,17740
991,107
21688,17740
991,107
21688,17740
991,107
21688,17740
991,107
21688,17740
6,2
273,133
13,6
657,308
23,11
1068,496
35,15
1489,717
46,19
1938,968
57,24
2386,1239
70,28
2869,1562
83,30
3389,1907
97,34
3937,2274
111,38
4521,2622
126,44
5135,3004
142,48
5756,3433
160,51
6467,3969
180,54
7215,4532
203,57
7999,5140
228,59
8860,5841
257,63
9835,6671
289,64
