,1,10,160,5000,0,0
,1,10,160,5000,5868,2049
,1,10,160,5000,5411,3356
,1,10,160,5000,5120,1452
,1,10,160,5000,4750,3565
,1,10,160,5000,4787,1103
,1,10,160,5000,4818,3480
,1,10,160,5000,4670,1143
,1,10,160,5000,4594,3242
,1,10,160,5000,4619,1029
,1,10,160,5000,4660,3229
,1,10,160,5000,4474,1388
,1,10,160,5000,4271,3040
,1,10,160,5000,4470,1129
,1,10,160,5000,4371,3201
,1,10,160,5000,4580,1058
,1,10,160,5000,4569,3735
,1,10,160,5000,4412,1181
,1,10,160,5000,4212,2984
,1,10,160,5000,4272,1265
,1,10,160,5000,4277,2832
,1,10,160,5000,4075,1204
,1,10,160,5000,4048,2765
,1,10,160,5000,3973,1235
,1,10,160,5000,4091,2544
,1,10,160,5000,3982,1354
,1,10,160,5000,3966,2398
,1,10,160,5000,4133,1820
,1,10,160,5000,4160,1790
,1,10,160,5000,4205,1942
,1,10,160,5000,4014,2041
,1,10,160,5000,4488,2331
,1,10,160,5000,4541,2608
,1,10,160,5000,0,0
,1,10,160,5000,5394,1912
,1,10,160,5000,5394,3231
,1,10,160,5000,5010,2462
,1,10,160,5000,4601,2516
,1,10,160,5000,4358,1636
,1,10,160,5000,4197,2100
,1,10,160,5000,4143,1304
,1,10,160,5000,3977,1807
,1,10,160,5000,3852,1587
,1,10,160,5000,3882,1777
,1,10,160,5000,3964,1907
,1,10,160,5000,4013,1122
,1,10,160,5000,4161,2450
,1,10,160,5000,3960,1175
,1,10,160,5000,4209,2778
,1,10,160,5000,3965,1134
,1,10,160,5000,4077,2579
,1,10,160,5000,4136,1223
,1,10,160,5000,4148,2917
,1,10,160,5000,4311,1034
,1,10,160,5000,4249,2885
,1,10,160,5000,4247,1071
,1,10,160,5000,4237,3179
,1,10,160,5000,4037,709
,1,10,160,5000,3522,2496
,1,10,160,5000,3930,1122
,1,10,160,5000,4451,3244
,1,10,160,5000,4722,1103
,1,10,160,5000,4620,3024
,1,10,160,5000,4850,1697
,1,10,160,5000,4996,3370
,1,10,160,5000,4778,1698
,1,10,160,5000,5213,3282
,1,10,160,5000,5375,2087
,1,10,160,5000,5461,3150
,1,10,160,5000,5716,2052
,1,10,160,5000,6141,3601
,1,10,160,5000,6342,2143
,1,10,160,5000,6657,4329
,1,10,160,5000,7437,2568
,1,10,160,5000,7531,4785
,1,10,160,5000,8319,2470
,1,10,160,5000,8525,5860
,1,10,160,5000,9246,2447
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,5579,1784
,1,10,160,5000,5359,3132
,1,10,160,5000,5072,2356
,1,10,160,5000,4316,1872
,1,10,160,5000,4371,2104
,1,10,160,5000,4422,1737
,1,10,160,5000,4304,1651
,1,10,160,5000,4123,1660
,1,10,160,5000,4147,2159
,1,10,160,5000,3956,1611
,1,10,160,5000,4096,2086
,1,10,160,5000,4103,1919
,1,10,160,5000,4001,1762
,1,10,160,5000,4027,2028
,1,10,160,5000,3986,2127
,1,10,160,5000,4147,1438
,1,10,160,5000,4180,2194
,1,10,160,5000,4144,1861
,1,10,160,5000,4102,2284
,1,10,160,5000,4190,1732
,1,10,160,5000,4323,2241
,1,10,160,5000,4669,1779
,1,10,160,5000,4790,2785
,1,10,160,5000,4838,1325
,1,10,160,5000,4985,3145
,1,10,160,5000,4859,1284
,1,10,160,5000,4982,3301
,1,10,160,5000,5347,1104
,1,10,160,5000,5773,3914
,1,10,160,5000,5386,1162
,1,10,160,5000,5540,4298
,1,10,160,5000,5447,1268
,1,10,160,5000,5775,4425
,1,10,160,5000,5582,974
,1,10,160,5000,5621,4676
,1,10,160,5000,5823,838
,1,10,160,5000,5577,5023
,1,10,160,5000,5952,619
,1,10,160,5000,6060,5579
,1,10,160,5000,6098,478
,1,10,160,5000,6213,5830
,1,10,160,5000,6707,701
,1,10,160,5000,7158,6463
,1,10,160,5000,7559,696
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,0,0
,1,10,160,5000,5729,1947
,1,10,160,5000,5252,3388
,1,10,160,5000,4916,1536
