2048,2688,2624,2624,320,1024,0,0,0,
2048,2592,2432,2624,320,1024,0,0,0,
2048,2560,2720,2624,320,1024,0,0,0,
2048,2560,2432,2720,320,1024,0,0,0,
2048,2560,2624,2688,352,1024,0,0,0,
2048,2560,2368,2624,576,1536,0,0,0,
2048,2560,2368,2624,576,1152,0,0,0,
2048,2560,2368,2624,384,1056,0,0,0,
0,512,1696,640,1616,2560,0,0,0,
0,2048,1696,384,1616,2560,0,0,0,
0,2048,2144,2464,2624,2112,0,0,0,
0,0,2640,2624,1680,160,0,0,0,
0,0,2704,2704,416,288,0,0,0,
0,512,1184,1440,2624,2112,0,0,0,
0,512,544,672,2640,2320,0,0,0,
0,512,2576,2640,416,288,0,0,0,
0,2048,544,416,2640,2320,0,0,0,
0,0,2688,1680,384,1440,0,0,0,
0,2048,2576,2704,416,288,0,0,0,
512,128,352,576,1616,2560,0,0,0,
0,2304,2624,384,1424,160,0,0,0,
0,576,608,576,1616,2560,0,0,0,
0,256,2720,384,1424,160,0,0,0,
0,256,2368,2688,1680,160,0,0,0,
0,256,2368,416,1440,160,0,0,0,
0,512,160,1696,5440,2112,0,0,0,
0,512,544,596,2704,2304,0,0,0,
0,512,2560,2704,340,288,0,0,0,
0,256,2368,384,1680,2208,0,0,0,
0,2048,2560,2704,340,288,0,0,0,
