9216,2304,1664,1408,384,0,0,0,0,
1536,1536,1664,1408,384,0,0,0,0,
1024,9472,2688,1664,384,0,0,0,0,
1024,1280,10880,1408,384,0,0,0,0,
1024,1280,1664,10880,384,0,0,0,0,
1024,1280,1664,2432,8576,0,0,0,0,
1024,1280,1664,1664,2688,0,0,0,0,
1024,1280,1664,1408,640,2048,0,0,0,
1024,1280,1664,1664,640,512,0,0,0,
0,2048,1664,384,2656,80,0,0,0,
0,512,1664,576,2656,80,0,0,0,
0,2048,2176,2432,2384,144,0,0,0,
0,0,2640,576,2464,1280,0,0,0,
0,512,144,2656,320,1408,0,0,0,
0,512,1536,2720,576,592,0,0,0,
0,2048,2560,2464,320,592,0,0,0,
2048,2624,2432,1408,384,0,0,0,0,
512,672,608,592,576,0,0,0,0,
0,2720,2432,1408,384,0,0,0,0,
0,2368,2432,10880,384,0,0,0,0,
0,2368,2432,2688,2688,0,0,0,0,
0,2368,2432,1408,640,2048,0,0,0,
0,2048,640,384,2400,336,0,0,0,
0,0,2688,320,2400,336,0,0,0,
0,512,400,2400,320,384,0,0,0,
0,512,1664,2656,576,576,0,0,0,
0,2048,2368,2400,320,576,0,0,0,
