8192,2048,1664,1408,384,0,0,0,0,
0,9216,2688,1664,384,0,0,0,0,
0,2048,6400,2368,2688,0,0,0,0,
0,1024,1664,10880,384,0,0,0,0,
0,1024,1664,2432,8576,0,0,0,0,
0,1024,1664,1664,2688,0,0,0,0,
0,1024,1664,1408,640,2048,0,0,0,
0,1024,1664,1664,640,512,0,0,0,
2048,512,2432,1408,384,0,0,0,0,
512,128,608,592,576,0,0,0,0,
0,2304,2688,1408,384,0,0,0,0,
0,512,2560,5696,2688,0,0,0,0,
0,256,2432,2688,2688,0,0,0,0,
0,256,2432,1408,640,2048,0,0,0,
0,2048,512,384,2656,80,0,0,0,
0,512,512,576,2656,80,0,0,0,
0,0,1536,1376,656,512,0,0,0,
0,0,2192,592,1408,128,0,0,0,
0,512,144,2656,320,256,0,0,0,
0,2048,2560,2464,320,64,0,0,0,
0,2304,256,2432,2624,2048,0,0,0,
0,2304,256,2432,1664,128,0,0,0,
0,2688,512,2432,1344,0,0,0,0,
