4,-1-1,23,3.75107e-308,0
4,-1-1,23,5.83137e-303,0
4,-1-1,23,3.55825e-307,0
5,-1-1,22,12.4535,9357
6,-1-1,32,-2.09436,8.736
4,-1-1,23,8.00975e-303,0
5,-1-1,22,12.4535,7.321
6,-1-1,32,-2.09436,8.538
7,-1-1,42,19.7675,20.278
4,-1-1,23,2.84592e-306,0.011
5,-1-1,22,12.4535,7.119
4,-1-1,23,1.0323e-305,0.011
4,-1-1,23,5.6926e-306,0.012
5,-1-1,24,0.849092,0.015
6,-1-1,15,12.5348,0.018
4,-1-1,23,2.27758e-305,0.017
5,-1-1,22,2.09436,0.015
6,-1-1,32,-5.14005,0.016
7,-1-1,42,-2.316,0.015
8,-1-1,31,-9.14216,0.015
9,-1-1,21,1.1697,0.015
10,-1-1,20,-3.76501,0.015
11,-1-1,25,3.34304,0.017
12,-1-1,52,3.26578,0.014
13,-1-1,41,8.48242,0.017
14,-1-1,51,-3.2247,0.016
4,3.55773e-307,2,3,0.104
4,1.42369e-306,2,3,0.003
4,4.44947e-307,4,5,0.003
4,0,3,2,0.019
0,-999,-1,-1,0.005
4,3.75273e-308,4,5,0.009
4,0,3,2,0.008
0,-999,-1,-1,0.005
4,5.83048e-303,5,4,0.008
4,1.05522e-307,4,5,0.009
4,1.82123e-303,5,4,5.066
5,-2.316,5,5,2.118
6,-9.14216,4,5,6.397
7,1.1697,5,3,3.232
4,3.55822e-307,3,2,0.009
5,-2.316,2,2,0.011
6,-9.14216,2,3,0.011
7,1.1697,4,2,0.009
4,5.28112e-308,5,4,0
5,5.36866,3,5,76.704
4,7.06012e-304,5,4,10.512
4,3.64217e-304,2,3,21.902
4,1.45802e-303,2,3,45.547
5,-2.316,2,2,3.127
6,-9.14216,3,2,4.134
7,1.1697,4,2,2.774
4,4.16914e-308,4,5,2.473
4,5.69379e-306,4,5,0.014
4,6.00432e-307,4,5,0.012
4,7.28594e-303,3,2,0.011
4,5.83237e-303,5,4,0.012
4,9.10827e-305,4,5,0.011
4,1.10343e-305,5,4,0.011
4,3.64508e-304,5,4,0.015
4,1.42323e-304,3,2,0.012
4,2.27815e-305,4,5,0.013
4,7.06087e-304,5,4,0.012
4,4.44393e-307,5,4,0.011
4,3.18766e-304,5,4,0.012
4,9.11317e-305,2,3,0.011
4,6.00151e-307,4,5,0.014
4,2.27693e-305,2,3,0.012
4,5.8298e-303,5,4,0.014
5,4.92225,3,2,105.861
4,5.11351e-307,2,3,0.011
5,4.92225,4,5,45.627
4,6.60053e-304,3,2,0.011
4,1.45728e-303,2,3,0.012
4,1.10262e-305,4,5,0.012
5,4.92225,3,5,12.136
4,1.45718e-303,3,2,0.016
5,15.0843,2,2,0.305
6,15.0843,1,2,0.286
7,15.0843,4,2,0.013
4,7.11613e-306,2,3,0.012
5,15.0843,2,2,6.851
6,15.0843,2,1,5.044
4,2.84346e-305,4,5,0.012
5,4.92225,3,5,2.097
6,-4.92225,2,4,2.329
7,4.92225,5,5,2.377
8,-4.92225,2,3,5.743
9,4.93397,1,4,34.666
10,3.64984,2,5,32.257
4,6.44621e-307,5,4,0.012
4,6.60312e-304,3,2,0.012
4,3.64243e-304,3,2,0.019
4,5.69264e-306,5,4,0.011
4,0,3,2,0.014
4,0,4,5,0.013
4,1.65078e-304,5,4,0.011
4,3.55898e-307,5,4,0.014
5,9.29531,3,5,6.562
6,-9.29531,2,2,0.059
7,9.29531,3,2,0.018
8,-9.29531,2,3,0.02
9,9.29531,5,3,0.024
10,-9.29531,5,5,0.024
11,9.29531,5,2,0.018
12,-9.29531,4,5,0.011
13,9.29531,4,6,0.007
14,-9.26675,5,6,210.885
15,3.59451,2,4,81.863
16,-3.80264,4,2,168.031
17,6.92905,4,1,263.981
18,0.98199,6,2,335.87
19,10.1586,3,1,174.826
20,-3.65665,6,3,116.459
21,3.61462,6,5,91.795
22,-6.33175,5,1,153.249
23,0.668817,6,4,108.662
24,-10.0578,4,0,253.405
25,4.92941,7,3,161.01
26,-3.24705,5,0,51.03
27,6.91814,7,2,2147.12
28,-1.48278,7,5,47.52
29,9.8069,5,7,53.846
30,-5.39493,7,4,57.31
31,4.99995,7,6,24.898
32,-2.99146,1,5,88.498
33,1.69574,1,4,66.232
