63,5.45208,0.13,21.212,625.72,0,0.768,1.002,
63,4.96423,0.087,20.702,595.12,0,0.79,1.003,
62,13.7209,0.202,20.589,597.717,0,1.362,1.002,
63,4.67949,0.077,23.861,742.949,0,0.807,1.011,
62,13.3753,0.16,22.921,706.737,0,1.337,1.003,
61,18.9865,0.217,23.067,716.685,0,1.831,1.003,
60,26.9067,0.278,23.952,762.31,0,2.211,1,
59,30.7319,0.252,24.818,812.536,0,2.79,1.002,
58,34.7239,0.243,25.445,854.169,0,3.187,1,
57,37.1171,0.275,26.083,889.375,0,3.759,1,
56,45.1403,0.273,25.619,874.845,0,4.057,1.002,
55,45.1719,0.289,26.903,953.047,0,4.691,1,
54,52.6547,0.251,27.532,998.626,0.013,4.88,1.001,
53,52.1706,0.298,27.599,1000.14,0.016,5.575,1,
52,58.4584,0.304,27.483,974.463,0.028,5.756,1,
51,34.6519,0.284,26.1067,898.994,0.022,6.432,1,
50,38.9523,0.276,24.6372,820.266,0.02,6.508,1,
49,33.8492,0.224,27.7898,1002.12,0.016,7.133,1.001,
63,3.94632,0.071,22.819,707.817,0,0.821,1.011,
62,13.5079,0.177,22.376,690.842,0,1.349,1,
61,17.0423,0.182,22.915,711.909,0,1.829,1.003,
60,25.1717,0.239,24.026,778.322,0,2.206,1.002,
59,29.6037,0.237,24.591,808.087,0,2.731,1,
58,34.1128,0.256,25.07,852.566,0,3.151,1.001,
57,37.7083,0.3,26.239,918.159,0,3.788,1.001,
56,40.3846,0.286,26.268,905.332,0,4.116,1,
55,40.9291,0.272,26.192,921.552,0,4.628,1,
54,50.2694,0.322,26.458,923.154,0.015,4.93,1,
53,52.5487,0.296,26.98,959.874,0.021,5.535,1,
52,55.0301,0.302,27.03,970.456,0.023,5.791,1,
51,30.9763,0.304,25.9633,886.647,0.013,6.485,1,
63,3.19584,0.068,22.587,688.235,0,0.828,1.009,
62,12.612,0.134,23.83,748.26,0,1.346,1.001,
61,16.8,0.18,22.847,711.393,0,1.783,1.001,
60,22.8048,0.229,23.346,736.782,0,2.168,1.002,
59,28.4793,0.237,24.288,799.004,0,2.778,1,
58,34.282,0.285,25.753,876.393,0,3.066,1,
57,37.1461,0.292,26.463,915.391,0,3.659,1,
56,41.5564,0.242,26.523,920.201,0,4.027,1,
55,41.335,0.256,26.83,940.16,0,4.66,1.001,
54,49.4207,0.342,25.951,891.871,0.019,4.826,1.001,
53,42.6874,0.21,26.91,944.902,0.021,5.565,1,
52,50.058,0.32,27.435,974.093,0.026,5.651,1,
51,33.153,0.228,27.5427,985.393,0.027,6.492,1,
50,30.5458,0.264,25.8266,879.854,0.016,6.553,1,
49,28.9153,0.272,26.8216,943.13,0.014,7.285,1,
48,28.701,0.264,26.3858,926.055,0.013,7.227,1,
47,27.5794,0.252,25.2551,851.034,0.02,8.028,1.001,
46,27.7359,0.28,25.7168,878.312,0.006,7.909,1.001,
45,23.3565,0.228,25.023,853.847,0.013,8.859,1,
44,25.5564,0.276,24.4295,820.586,0.011,8.836,1,
43,21.7256,0.256,25.5647,883.328,0.011,9.256,1.001,
42,23.9315,0.26,23.7628,776.348,0.006,9.086,1.001,
41,19.57,0.204,22.9682,757.915,0.012,9.883,1.001,
40,21.9105,0.224,24.4335,811.973,0.007,9.765,1,
39,19.0512,0.252,23.8611,786.592,0.008,10.749,1,
38,13.8116,0.192,21.3156,649.059,0.002,10.01,1.001,
37,12.3402,0.224,23.0942,751.396,0.003,10.941,1.002,
36,13.8717,0.244,21.5544,675.118,0.005,10.472,1.001,
35,12.5831,0.18,21.9843,685.159,0.008,11.599,1,
34,13.144,0.204,20.3782,599.04,0.006,10.82,1,
33,12.7662,0.208,21.3513,664.442,0.003,11.686,1,
32,11.9456,0.228,20.3509,600.524,0.005,11.2,1,
31,14.796,0.208,21.0301,642.418,0.004,11.747,1.001,
30,13.2261,0.276,18.3216,515.817,0.005,11.348,1,
29,12.5999,0.18,21.3938,661.204,0.003,11.955,1,
28,11.8056,0.276,17.7203,471.912,0.006,11.337,1,
27,10.8392,0.192,19.1859,547.126,0.002,11.815,1,
26,10.6445,0.232,16.408,418.766,0.004,11.268,1,
25,13.1236,0.164,20.3711,594.079,0.001,11.685,1,
24,10.6281,0.316,16.201,408.616,0.001,11.118,1,
23,10.6107,0.164,20.2229,591.443,0,11.42,1,
22,12.2332,0.208,13.821,306.124,0,10.864,1,
21,8.36915,0.148,19.8712,567.899,0.002,11.14,1,
20,7.36013,0.224,16.0724,382.926,0.001,10.549,1,
19,8.03285,0.16,17.0777,417.364,0.002,10.593,1,
18,7.50882,0.252,13.4084,275.271,0,10.042,1,
17,6.9544,0.08,19.687,504.62,0,10.016,1,
16,6.12555,0.16,15.5138,327.246,0.001,9.501,1,
15,5.99655,0.14,15.6341,337.597,0,9.081,1,
14,6.66812,0.128,15.0331,295.022,0.001,8.789,1,
13,6.90224,0.12,14.7311,285.334,0.001,8.024,1,
12,4.63287,0.1,13.4081,220.508,0,7.89,1,
11,3.77491,0.004,17.9352,368.354,0,7.05,1,
10,2.28346,0.004,15.748,282.818,0,7.04,1,
9,1.69439,0,14.6535,250.798,0,5.715,1,
8,0.163288,0,15.6047,259.721,0,6.307,1,
7,0.0309482,0,12.8148,180.129,0,3.807,1,
6,0.00300884,0,15.1406,230.16,0,4.655,1,
