15,13.2404,1,2,181.929
16,11.3813,3,5,233.535
17,17.7435,1,3,50.798
18,9.13393,1,4,92.633
19,13.3674,0,3,100.983
20,12.2115,1,5,114.978
21,15.1988,2,6,58.122
22,13.2848,0,5,67.858
23,9.40534,0,4,40.648
24,9.71974,0,2,56.598
25,8.98415,2,1,39.566
26,11.8265,3,6,38.152
27,5.53909,4,1,36.289
28,11.4777,5,0,45.044
29,2.07696,4,6,85.235
30,11.3303,5,7,50.38
31,-0.963098,5,6,81.878
32,10.3267,4,0,30.363
33,-3.3453,3,0,20.478
34,8.73126,2,0,53.373
35,-7.67475,6,4,97.455
36,9.47784,6,3,32.697
37,-7.1841,6,5,43.736
38,10.8869,7,5,37.274
39,-7.17772,7,4,40.652
40,10.9841,7,3,10.145
41,-10.4918,6,6,42.373
42,12.9968,7,6,22.937
43,-11.0146,1,1,6.4
44,14.6235,0,6,2.628
45,-11.2115,5,3,5.551
46,4,2,7,182.673
47,-4,1,6,32.229
48,4,0,7,6.489
49,-4,1,7,0.752
50,4,3,7,1.385
51,-4,4,7,0.37
52,4,7,7,0.133
53,-4,6,7,0.016
54,4,6,2,0.008
55,-4,1,0,0.002
56,4,0,0,0.001
57,-4,0,1,0.001
58,4,-1,-1,0
58,-4,7,1,0
59,4,5,1,0
60,-4,6,1,0
61,4,6,0,0
62,-4,-1,-1,0
62,4,7,0,0
63,-4,-1,-1,0
63,4,7,2,0
64,-4,-1,-1,0
4,4,2,3,0
5,16.1318,4,2,3.011
6,21.8423,5,5,2.558
7,14.2004,4,5,5.41
8,17.4707,5,4,6.591
9,17.088,2,4,23.906
4,4.40962e-305,2,3,0
5,-10.0121,4,2,1.687
6,21.8423,5,5,2.003
7,-3.57619,4,5,6.228
8,17.4707,5,4,4.965
9,7.6763,6,5,8.649
10,20.01,5,2,12.043
11,5.90314,2,4,24.191
12,17.0259,3,2,21.537
13,6.02863,5,3,11.966
14,16.5899,6,4,103.252
15,4.88735,7,3,58.471
16,16.276,4,6,116.223
17,3.52946,2,2,75.851
18,15.0227,5,6,79.074
19,3.0833,4,1,109.886
20,15.9486,2,1,61.84
21,1.69269,5,1,51.665
22,15.8225,3,1,93.234
23,3.65295,6,2,122.98
24,14.7609,5,0,73.944
25,1.18536,6,3,45.902
26,14.8745,3,5,57.806
27,1.49275,3,6,126.481
28,15.052,2,6,48.263
29,1.62663,2,5,39.307
30,12.9289,4,0,36.379
31,1.01575,1,0,125.053
32,11.7621,2,0,140.549
33,0.428632,4,7,32.187
34,8.23802,0,0,41.697
35,0.548891,3,0,17.49
36,7.7653,7,5,128.242
37,8.90033,3,7,14.2
38,4.94122,7,1,96.276
39,8.24134,1,5,34.547
40,5.39494,5,7,20.241
41,1.94887,6,7,7.681
42,1.58202,6,6,32.365
43,5.00641,6,1,4.037
44,0.583397,1,7,15.77
45,3.49571,1,1,5.751
46,-4,0,1,1057.58
48,-4,6,0,17.002
9,17.088,2,4,18.52
10,11.9321,2,2,12.096
11,13.5318,2,5,21.618
12,5.52714,3,2,36.103
13,17.2786,3,1,59.182
14,10.6656,5,2,35.479
4,2.27707e-305,2,3,0
5,16.1318,4,2,2.364
6,-5.55241,5,5,1.885
7,14.2004,4,5,3.884
8,5.38271,5,4,3.925
9,17.088,2,4,15.457
10,11.9321,2,2,11.172
11,13.5318,2,5,18.211
12,5.52714,3,2,29.522
13,17.2786,3,1,49.21
14,10.6656,5,2,29.128
15,13.2404,1,2,87.41
16,1.92499,1,3,56.793
17,17.7057,2,1,26.786
18,7.85756,1,5,35.645
19,14.6023,0,3,59.008
20,3.41361,1,4,17.129
21,14.3194,0,5,20.398
22,9.28444,3,5,36.923
23,14.407,5,6,34.31
24,4.19537,4,6,38.875
25,11.3191,4,1,35.077
26,4.96819,0,2,99.6
27,16.7035,0,1,21.014
28,-3.68751,2,6,34.094
29,8.70265,0,4,12.245
30,-3.20796,5,0,30.627
31,11.8187,3,7,28.114
32,-6.89801,2,7,30.179
33,4.58685,5,7,2.947
34,1.24095,4,7,7.596
35,1.47666,3,6,3.536
36,7.50856,1,6,20.918
37,-2.19848,5,3,29.269
38,11.54,2,0,18.89
39,4.86022,4,0,7.018
40,6.31714,3,0,1.324
41,4.56664,0,7,7.908
42,5.3229,6,2,3.851
43,4.48197,6,4,14.971
44,-2.1517,7,4,6.574
45,10.6024,6,5,8.808
46,-2,6,3,308.318
47,2,7,5,40.342
48,-2,7,3,11.559
49,2,5,1,2.723
50,-2,6,6,1.229
51,2,7,2,0.245
52,-2,6,7,0.049
53,2,1,7,0.015
54,-2,0,6,0.004
55,2,1,0,0.004
56,-2,7,1,0.002
57,2,7,7,0
58,-2,0,0,0.001
59,2,1,1,0.001
60,-2,7,6,0
61,2,7,0,0
62,-2,6,1,0
63,2,6,0,0
64,-2,-1,-1,0
64,2,-1,-1,0
4,-2,2,3,0.001
5,-10.0121,4,2,1.122
6,21.8423,5,5,1.563
7,-3.57619,4,5,4.964
8,17.4707,5,4,4.207
9,7.6763,6,5,7.234
4,1.25177e-304,2,3,0
5,16.1318,4,2,1.928
6,21.8423,5,5,1.72
7,14.2004,4,5,3.613
8,17.4707,5,4,4.24
9,17.088,2,4,13.359
10,18.3388,2,2,14.583
11,13.5318,2,5,17.326
12,14.2499,3,2,28.107
13,17.2786,3,1,48.419
14,15.4976,5,2,34.886
15,13.2404,1,2,85.583
16,11.3813,3,5,106.327
17,17.7435,1,3,20.666
18,9.13393,1,4,38.558
19,13.3674,0,3,39.433
20,12.2115,1,5,49.903
21,15.1988,2,6,18.178
22,13.2848,0,5,21.664
23,9.40534,0,4,12.543
24,9.71974,0,2,30.591
25,8.98415,2,1,17.888
26,11.8265,3,6,20.074
27,5.53909,4,1,15.378
28,11.4777,5,0,29.809
29,2.07696,4,6,38.814
30,11.3303,5,7,32.087
31,-0.963098,5,6,42.039
32,10.3267,4,0,17.894
33,-3.3453,3,0,8.509
34,8.73126,2,0,35.943
35,-7.67475,6,4,43.9
36,9.83503,6,3,19.421
37,-7.60425,6,5,24.14
38,10.8869,7,5,25.472
39,-7.17772,7,4,23.919
40,10.3132,7,3,6.265
41,-8.90521,6,6,15.229
4,6.44973e-307,2,3,0
5,16.1318,4,2,1.87
6,21.8423,5,5,1.689
7,14.2004,4,5,3.546
8,17.4707,5,4,4.205
9,17.088,2,4,13.951
10,18.3388,2,2,14.574
11,13.5318,2,5,17.329
12,14.2499,3,2,28.14
13,17.2786,3,1,48.526
14,15.4976,5,2,35.147
15,13.2404,1,2,85.694
16,11.3813,3,5,106.629
17,17.7435,1,3,20.717
18,9.13393,1,4,38.751
19,13.3674,0,3,37.483
20,12.2115,1,5,49.344
21,15.1988,2,6,18.254
22,13.2848,0,5,21.506
23,9.40534,0,4,12.217
24,9.71974,0,2,27.047
25,8.98415,2,1,17.629
26,11.8265,3,6,16.921
27,5.53909,4,1,14.125
28,11.4777,5,0,27.689
29,2.07696,4,6,36.879
30,11.3303,5,7,29.6
31,-0.963098,5,6,41.025
32,10.3267,4,0,18.408
33,-3.3453,3,0,8.247
34,8.73126,2,0,33.053
35,-7.67475,6,4,40.006
4,1.30872e-304,2,3,0
5,16.1318,4,2,1.896
6,21.8423,5,5,1.64
4,5.69163e-306,2,3,0
5,16.1318,4,2,2.113
6,21.8423,5,5,1.59
7,14.2004,4,5,3.768
8,17.4707,5,4,4.327
9,17.088,2,4,13.612
10,18.3388,2,2,14.717
11,13.5318,2,5,17.388
12,14.2499,3,2,28.225
13,17.2786,3,1,48.347
14,15.4976,5,2,34.949
15,13.2404,1,2,85.731
16,11.3813,3,5,120.887
17,17.7435,1,3,24.38
18,9.13393,1,4,45.158
19,13.3674,0,3,43.878
20,12.2115,1,5,57.38
21,15.1988,2,6,21.174
22,13.2848,0,5,25.021
23,9.40534,0,4,14.116
24,9.71974,0,2,31.832
25,8.98415,2,1,20.565
26,11.8265,3,6,19.788
27,5.53909,4,1,16.274
28,11.4777,5,0,32.953
29,2.07696,4,6,43.203
30,11.3303,5,7,36.924
31,-0.963098,5,6,49.282
32,10.3267,4,0,21.343
33,-3.3453,3,0,9.374
34,8.73126,2,0,39.14
35,-7.67475,6,4,51.628
36,9.83503,6,3,23.949
37,-7.60425,6,5,30.13
38,10.8869,7,5,32.406
39,-7.17772,7,4,32.404
40,10.3132,7,3,7.633
41,-8.90521,6,6,19.235
4,3.64286e-304,2,3,0
5,16.1318,4,2,2.435
6,21.8423,5,5,2.268
4,1.42291e-306,2,3,0
5,16.1318,4,2,2.32
6,21.8423,5,5,2.077
7,14.2004,4,5,4.135
8,17.4707,5,4,4.908
9,17.088,2,4,15.527
10,18.3388,2,2,16.477
11,13.5318,2,5,21.106
12,14.2499,3,2,32.586
13,17.2786,3,1,58.148
14,15.4976,5,2,38.242
15,13.2404,1,2,99.699
16,11.3813,3,5,123.994
17,17.7435,1,3,21.961
18,9.13393,1,4,45.737
19,13.3674,0,3,42.973
20,12.2115,1,5,50.745
21,15.1988,2,6,19.74
22,13.2848,0,5,23.341
23,9.40534,0,4,12.256
24,9.71974,0,2,29.085
25,8.98415,2,1,16.614
26,11.8265,3,6,16.725
27,5.53909,4,1,13.066
28,11.4777,5,0,32.448
29,2.07696,4,6,40.164
30,11.3303,5,7,36.134
31,-0.963098,5,6,43.326
32,10.3267,4,0,19.839
33,-3.3453,3,0,9.346
34,8.73126,2,0,50.622
35,-7.67475,6,4,45.233
36,9.83503,6,3,23.89
37,-7.60425,6,5,29.023
38,9.65757,2,7,46.906
39,-4.00193,7,2,18.603
40,5.70056,5,3,13.503
41,-5.00467,5,1,9.953
42,3.50698,6,2,11.793
43,2.13746,4,7,2.7
4,3.41627e-305,2,3,0
5,16.1318,4,2,2.433
6,21.8423,5,5,1.918
7,14.2004,4,5,4.216
8,17.4707,5,4,4.903
9,17.088,2,4,16.165
10,18.3388,2,2,17.546
11,13.5318,2,5,21.513
12,14.2499,3,2,33.412
13,17.2786,3,1,58.153
14,15.4976,5,2,38.587
15,13.2404,1,2,100.817
16,11.3813,3,5,122.188
17,17.7435,1,3,22.547
18,9.13393,1,4,44.662
19,13.3674,0,3,41.747
20,12.2115,1,5,50.481
21,15.1988,2,6,19.783
22,13.2848,0,5,26.066
23,9.40534,0,4,17.315
24,9.71974,0,2,29.857
25,8.98415,2,1,16.97
