2.63744,2.63744,
6.35273,6.35273,
2.71967,2.71967,
8.47912,8.47912,
5.9312,5.9312,
8.79694,8.79694,
14.4908,14.4908,
4.28885,4.28885,
4.42241,4.42241,
8.27178,8.27178,
2.40769,2.40769,
9.3508,9.3508,
9.02292,9.02292,
4.06879,4.06879,
9.18864,9.18864,
11.4066,11.4066,
1.54938,1.54938,
4.02366,4.02366,
8.2762,8.2762,
10.8869,10.8869,
9.18864,9.18864,
11.9941,11.9941,
3.76501,3.76501,
23.3246,23.3246,
5.0841,5.0841,
8.92546,8.92546,
8.97913,8.97913,
6.37573,6.37573,
8.44564,8.44564,
10.5279,10.5279,
11.4192,11.4192,
3.87106,3.87106,
6.13405,6.13405,
4.59394,4.59394,
11.8036,11.8036,
2.58578,2.58578,
10.8981,10.8981,
3.99813,3.99813,
4.70182,4.70182,
5.28679,5.28679,
4.85836,4.85836,
2.58578,2.58578,
5.03276,5.03276,
5.73133,5.73133,
19.1637,19.1637,
5.50988,5.50988,
9.7912,9.7912,
-0.0413272,-0.0413272,
9.46528,9.46528,
8.2871,8.2871,
4.55308,4.55308,
4.06467,4.06467,
5.537,5.537,
5.72024,5.72024,
6.05229,6.05229,
9.56897,9.56897,
7.7036,7.7036,
16.4586,16.4586,
12.1074,12.1074,
12.2366,12.2366,
8.59403,8.59403,
6.41172,6.41172,
6.31656,6.31656,
8.96097,8.96097,
17.533,17.533,
2.12735,2.12735,
2.87821,2.87821,
1.66333,1.66333,
3.45863,3.45863,
5.45994,5.45994,
7.06772,7.06772,
2.44517,2.44517,
8.76115,8.76115,
10.85,10.85,
6.88268,6.88268,
4.88059,4.88059,
6.71253,6.71253,
4.85758,4.85758,
5.66307,5.66307,
5.70802,5.70802,
4.76035,4.76035,
3.45862,3.45862,
4.63634,4.63634,
7.55501,7.55501,
5.66307,5.66307,
4.10107,4.10107,
15.2541,15.2541,
20.5136,20.5136,
9.82635,9.82635,
8.52807,8.52807,
8.05951,8.05951,
14.792,14.792,
5.90312,5.90312,
6.88268,6.88268,
22.1854,22.1854,
10.8967,10.8967,
15.7112,15.7112,
12.1393,12.1393,
6.59871,6.59871,
18.367,18.367,
11.4309,11.4309,
16.4216,16.4216,
10.4775,10.4775,
7.97102,7.97102,
12.1021,12.1021,
9.89583,9.89583,
10.71,10.71,
6.79508,6.79508,
12.0762,12.0762,
17.1145,17.1145,
13.5964,13.5964,
14.6811,14.6811,
6.25606,6.25606,
12.1423,12.1423,
8.49112,8.49112,
12.1316,12.1316,
13.4459,13.4459,
6.59525,6.59525,
9.98099,9.98099,
3.17778,3.17778,
6.86571,6.86571,
17.0339,17.0339,
5.07818,5.07818,
10.1813,10.1813,
3.7644,3.7644,
6.54299,6.54299,
3.46479,3.46479,
1.45987,1.45987,
13.9315,13.9315,
6.44343,6.44343,
7.89909,7.89909,
6.88561,6.88561,
-0.916769,-0.916769,
8.43345,8.43345,
17.9095,17.9095,
4.1658,4.1658,
-0.113315,-0.113315,
14.5961,14.5961,
5.91347,5.91347,
7.10034,7.10034,
7.18493,7.18493,
7.07632,7.07632,
11.0217,11.0217,
4.43492,4.43492,
11.7655,11.7655,
6.86669,6.86669,
8.30117,8.30117,
10.9104,10.9104,
17.3318,17.3318,
11.1057,11.1057,
9.3892,9.3892,
6.13419,6.13419,
12.1785,12.1785,
2.75202,2.75202,
6.26812,6.26812,
4.12106,4.12106,
10.8921,10.8921,
12.9691,12.9691,
1.90647,1.90647,
3.07233,3.07233,
5.22625,5.22625,
4.66243,4.66243,
3.0456,3.0456,
8.19244,8.19244,
13.0204,13.0204,
1.22597,1.22597,
13.1717,13.1717,
7.66057,7.66057,
14.8358,14.8358,
10.2971,10.2971,
4.54589,4.54589,
24.4502,24.4502,
20.478,20.478,
13.7832,13.7832,
12.3118,12.3118,
10.1807,10.1807,
8.65825,8.65825,
9.51732,9.51732,
15.2027,15.2027,
17.1211,17.1211,
15.9196,15.9196,
17.3348,17.3348,
-0.710746,-0.710746,
4.2093,4.2093,
5.30338,5.30338,
4.50761,4.50761,
9.53419,9.53419,
4.96313,4.96313,
13.5836,13.5836,
8.91833,8.91833,
7.49143,7.49143,
20.4011,20.4011,
7.84655,7.84655,
6.64878,6.64878,
4.81044,4.81044,
12.2158,12.2158,
16.4339,16.4339,
11.245,11.245,
21.1006,21.1006,
7.16153,7.16153,
7.20547,7.20547,
11.234,11.234,
7.04606,7.04606,
0.663945,0.663945,
10.0202,10.0202,
6.71682,6.71682,
7.40819,7.40819,
22.5562,22.5562,
12.4105,12.4105,
12.1592,12.1592,
14.792,14.792,
4.01361,4.01361,
