396323914168410112,384,
468385906722603008,384,
666560232775745536,2688,
3062454893504626688,384,
684554290253004800,8576,
468381508139220992,2688,
396323914101293056,134218368,
468381508139220992,33555072,
396327212602624000,384,
166635797561213440,576,
396328312231690240,384,
1603292462493728768,2688,
756615182775484416,2688,
396327212585844736,134218368,
684555939587555328,150997312,
99079879030472704,1049184,
738601952480329728,2688,
396328380800172032,416,
450371576328617984,33555072,
684549342517788672,150997312,
99079879030472704,4194912,
756616282270334976,16779648,
400831911708065792,416,
171137335629447168,6291808,
454875107236511744,33555072,
738601334038593536,1051200,
99079879030472704,67109280,
756616282270334976,1050944,
396328312080695296,135266880,
468385906118623232,34603584,
396328312080695296,9437568,
189159980979453952,6291872,
2990399498557063168,336,
162136733444472832,4196928,
108093125599166464,4196928,
2395925996910936064,4196928,
108092988160212992,4197024,
117095789469106176,549765251392,
189153383406370816,71305536,
180146184151629824,71305888,
162131785642147840,104860224,
162131785642147840,73402752,
666541815955980288,2199056810560,
108088590214365184,5245536,
162131785642147840,5245536,
387316165023629312,33555088,
166642600781021184,8390016,
747598156652347392,16777536,
693565337865551872,4194624,
166635797586379264,576,
396328312219107328,384,
450370957886881792,6784,
189153795706454016,672,
166635797569601536,2097792,
684548243022938112,134220352,
684548243022938112,8390272,
684549342559731712,1344,
468377110159818752,67110272,
468377110059155456,67110272,
468385906118623232,67110272,
450362505391243264,2688,
184654456703418368,672,
112596862766153728,672,
468380958316298240,25167488,
184657755741618176,672,
162132129239531520,16779648,
180150857076047872,4194912,
108093263138783232,4194912,
468380958316298240,8390224,
684549342517788672,22020672,
756606936455053312,22020672,
171137335629447168,88080768,
184650333635477504,16779584,
184650333534814208,16779584,
184659129594281984,16779584,
738592537945571328,8390224,
468376835147694080,4197024,
117094140101001216,33555856,
472888955990179840,4194720,
468376835147694080,37749344,
189160255320489984,33555856,
738592537945571328,25166480,
99079741591519232,37750400,
162132335397961728,16779600,
162141131457429504,16779600,
756607211299405824,4195680,
171138984896888832,33556112,
459369635892953088,37749376,
171146681444728832,33555856,
743096137572941824,25166400,
387310117743230976,37749120,
90083537419501568,20973888,
90074466448572416,20974240,
171139534652702720,37749312,
396318966366076928,4196768,
450371507609141248,8389008,
184650058623352832,16779872,
693554892404424704,16778560,
747599737200312320,4194640,
108088590214365184,71305632,
162139482189987840,71305632,
112596587754029056,33556128,
693563413720203264,16777536,
693559290450935808,16777536,
747599805919789056,4194624,
108088590214365184,20973984,
162139482189987840,20973984,
180146458995982336,20974176,
693556816650436608,16777536,
693555991916052480,16777536,
747600286956126208,4194624,
167761285277024256,37749312,
113718089748578304,4194656,
112592207021604864,549764202880,
184649801059532800,37749312,
112592207021604864,138412608,
119347606462660608,4194624,
761110553362956288,4194624,
171139053717028864,37749376,
117095858188582912,4194656,
765614204529934336,4194624,
666542090835984384,16777536,
117094689974255616,549764202880,
117094689974255616,37749120,
117094689974255616,138412608,
765613036315607040,4194624,
117094689999421440,4194624,
162136733444472832,1051200,
684556489343369216,1050944,
162140925298999296,67109280,
171143382909845504,34603600,
189157781419327488,38797888,
108088590214365184,68159904,
162139482189987840,68159904,
189157781419327488,100663696,
693563207561773056,16777536,
747606403090219008,4194624,
162140582238486528,100663632,
166636072531394560,576,
166644868590862336,576,
191404770936750080,576,
171138572613582848,584,
171138572613582848,672,
166634972986212352,2097792,
184649371495694336,8389248,
738601334038593536,4196928,
99079879030472704,16777632,
756616282270334976,2384,
396328312080695296,134218320,
468385906118623232,33555024,
396328312080695296,8389008,
468385906118623232,2097552,
117095789469106176,6291808,
