74,1,
0.138322,
0.0141432,-0.163364,-0.746705,-0.662198,0.27576,-0.241873,0.131277,0.0183149,0.203206,0.381296,-10.0341,0.83507,1.176,1.29029,0.112127,0.605506,0.440775,0.35956,0.561282,0.153662,5.54921,3.00076,3.18517,2.92811,1.66801,2.49782,1.83625,0.509878,0.55181,-5.7646,-2.63906,-2.51902,-2.38189,-1.64745,-1.55796,-0.898741,-0.20696,0.0847432,2.08911,1.73253,1.27978,1.01448,0.0425155,0.054296,0.532692,0.143982,0.329782,-1.41404,-1.76183,-1.68114,-0.727545,-0.692567,-0.650247,-0.195343,-0.126446,0.404513,-2.69194,0.436536,-0.171861,-0.262184,-0.0834108,-0.153479,-0.0901013,-0.371721,0.0168491,0.325567,0.83433,0.355283,0.31267,0.683823,0.382239,0.147878,0.345248,0.611391,
